farmid,flockid,cycle,weekid,week,nb_chicken,feed_intake_kg_bird_week,Weight_kg_bird_week,kg_total_chicken,no_feed,code,feedname,company,form,stage,species,no_anti,option,no_option,option_order,anti_name,concentration,amount_anti_mg/kg/week
75-072,75-072_1,1,75-072_1_15,15,226,0.513,1.42,320.92,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,18.06338028
75-072,75-072_1,1,75-072_1_15,15,226,0.513,1.42,320.92,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,3.612676056
75-072,75-072_1,1,75-072_1_15,15,226,0.513,1.42,320.92,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,3.612676056
75-072,75-072_1,1,75-072_1_16,16,226,0.534,1.51,341.26,1,FE045,HI-GRO 511B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,3.536423841
75-072,75-072_1,1,75-072_1_16,16,226,0.534,1.51,341.26,1,FE045,HI-GRO 511B,CP,P,Finishing,Chicken,1,1,4,2,enramycin,10,3.536423841
75-072,75-072_1,1,75-072_1_16,16,226,0.534,1.51,341.26,1,FE045,HI-GRO 511B,CP,P,Finishing,Chicken,1,1,4,4,bacitracin,50,17.68211921
75-072,75-072_1,1,75-072_1_16,16,226,0.534,1.51,341.26,1,FE045,HI-GRO 511B,CP,P,Finishing,Chicken,1,1,4,3,flavomycin,10,3.536423841
75-072,75-072_1,1,75-072_1_17,17,226,0.547,1.56,352.56,1,FE045,HI-GRO 511B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,3.506410256
75-072,75-072_1,1,75-072_1_17,17,226,0.547,1.56,352.56,1,FE045,HI-GRO 511B,CP,P,Finishing,Chicken,1,1,4,2,enramycin,10,3.506410256
75-072,75-072_1,1,75-072_1_17,17,226,0.547,1.56,352.56,1,FE045,HI-GRO 511B,CP,P,Finishing,Chicken,1,1,4,4,bacitracin,50,17.53205128
75-072,75-072_1,1,75-072_1_17,17,226,0.547,1.56,352.56,1,FE045,HI-GRO 511B,CP,P,Finishing,Chicken,1,1,4,3,flavomycin,10,3.506410256
75-072,75-072_1,1,75-072_1_18,18,126,0.561,1.6,201.6,1,FE045,HI-GRO 511B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,3.50625
75-072,75-072_1,1,75-072_1_18,18,126,0.561,1.6,201.6,1,FE045,HI-GRO 511B,CP,P,Finishing,Chicken,1,1,4,2,enramycin,10,3.50625
75-072,75-072_1,1,75-072_1_18,18,126,0.561,1.6,201.6,1,FE045,HI-GRO 511B,CP,P,Finishing,Chicken,1,1,4,4,bacitracin,50,17.53125
75-072,75-072_1,1,75-072_1_18,18,126,0.561,1.6,201.6,1,FE045,HI-GRO 511B,CP,P,Finishing,Chicken,1,1,4,3,flavomycin,10,3.50625
75-072,75-072_2,2,75-072_2_1,1,255,0.077,0.05,12.75,1,FE062,CON CO C225,PROCONCO,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_2,2,75-072_2_2,2,254,0.139,0.09,22.86,1,FE062,CON CO C225,PROCONCO,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_2,2,75-072_2_3,3,253,0.193,0.25,63.25,1,FE062,CON CO C225,PROCONCO,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_2,2,75-072_2_4,4,252,0.246,0.43,108.36,1,FE062,CON CO C225,PROCONCO,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_2,2,75-072_2_5,5,250,0.293,0.53,132.5,1,FE062,CON CO C225,PROCONCO,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_2,2,75-072_2_6,6,245,0.309,0.63,154.35,1,FE062,CON CO C225,PROCONCO,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_2,2,75-072_2_7,7,245,0.319,0.69,169.05,1,FE062,CON CO C225,PROCONCO,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_2,2,75-072_2_8,8,245,0.347,0.74,181.3,1,FE062,CON CO C225,PROCONCO,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_2,2,75-072_2_9,9,245,0.374,0.83,203.35,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,4.506024096
75-072,75-072_2,2,75-072_2_9,9,245,0.374,0.83,203.35,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,22.53012048
75-072,75-072_2,2,75-072_2_9,9,245,0.374,0.83,203.35,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,4.506024096
75-072,75-072_2,2,75-072_2_9,9,245,0.374,0.83,203.35,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,4.506024096
75-072,75-072_2,2,75-072_2_10,10,245,0.402,0.91,222.95,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,4.417582418
75-072,75-072_2,2,75-072_2_10,10,245,0.402,0.91,222.95,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,22.08791209
75-072,75-072_2,2,75-072_2_10,10,245,0.402,0.91,222.95,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,4.417582418
75-072,75-072_2,2,75-072_2_10,10,245,0.402,0.91,222.95,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,4.417582418
75-072,75-072_2,2,75-072_2_11,11,244,0.423,1,244,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,4.23
75-072,75-072_2,2,75-072_2_11,11,244,0.423,1,244,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,21.15
75-072,75-072_2,2,75-072_2_11,11,244,0.423,1,244,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,4.23
75-072,75-072_2,2,75-072_2_11,11,244,0.423,1,244,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,4.23
75-072,75-072_2,2,75-072_2_12,12,244,0.444,1.14,278.16,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,3.894736842
75-072,75-072_2,2,75-072_2_12,12,244,0.444,1.14,278.16,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,19.47368421
75-072,75-072_2,2,75-072_2_12,12,244,0.444,1.14,278.16,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,3.894736842
75-072,75-072_2,2,75-072_2_12,12,244,0.444,1.14,278.16,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,3.894736842
75-072,75-072_2,2,75-072_2_13,13,243,0.464,1.32,320.76,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,3.515151515
75-072,75-072_2,2,75-072_2_13,13,243,0.464,1.32,320.76,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,17.57575758
75-072,75-072_2,2,75-072_2_13,13,243,0.464,1.32,320.76,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,3.515151515
75-072,75-072_2,2,75-072_2_13,13,243,0.464,1.32,320.76,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,3.515151515
75-072,75-072_2,2,75-072_2_14,14,241,0.485,1.4,337.4,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,3.464285714
75-072,75-072_2,2,75-072_2_14,14,241,0.485,1.4,337.4,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,17.32142857
75-072,75-072_2,2,75-072_2_14,14,241,0.485,1.4,337.4,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,3.464285714
75-072,75-072_2,2,75-072_2_14,14,241,0.485,1.4,337.4,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,3.464285714
75-072,75-072_2,2,75-072_2_15,15,241,0.513,1.42,342.22,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,3.612676056
75-072,75-072_2,2,75-072_2_15,15,241,0.513,1.42,342.22,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,18.06338028
75-072,75-072_2,2,75-072_2_15,15,241,0.513,1.42,342.22,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,3.612676056
75-072,75-072_2,2,75-072_2_15,15,241,0.513,1.42,342.22,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,3.612676056
75-072,75-072_2,2,75-072_2_16,16,141,0.534,1.51,212.91,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,3.536423841
75-072,75-072_2,2,75-072_2_16,16,141,0.534,1.51,212.91,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,17.68211921
75-072,75-072_2,2,75-072_2_16,16,141,0.534,1.51,212.91,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,3.536423841
75-072,75-072_2,2,75-072_2_16,16,141,0.534,1.51,212.91,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,3.536423841
75-072,75-072_3,3,75-072_3_1,1,620,0.077,0.05,31,1,FE075,HOPE FULL 710,NEW HOPE,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_3,3,75-072_3_2,2,620,0.139,0.09,55.8,1,FE075,HOPE FULL 710,NEW HOPE,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_3,3,75-072_3_3,3,620,0.193,0.25,155,1,FE075,HOPE FULL 710,NEW HOPE,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_3,3,75-072_3_4,4,620,0.246,0.43,266.6,1,FE075,HOPE FULL 710,NEW HOPE,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_3,3,75-072_3_5,5,620,0.293,0.53,328.6,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,5.528301887
75-072,75-072_3,3,75-072_3_5,5,620,0.293,0.53,328.6,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,27.64150943
75-072,75-072_3,3,75-072_3_5,5,620,0.293,0.53,328.6,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,5.528301887
75-072,75-072_3,3,75-072_3_5,5,620,0.293,0.53,328.6,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,5.528301887
75-072,75-072_3,3,75-072_3_6,6,602,0.309,0.63,379.26,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,4.904761905
75-072,75-072_3,3,75-072_3_6,6,602,0.309,0.63,379.26,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,24.52380952
75-072,75-072_3,3,75-072_3_6,6,602,0.309,0.63,379.26,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,4.904761905
75-072,75-072_3,3,75-072_3_6,6,602,0.309,0.63,379.26,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,4.904761905
75-072,75-072_3,3,75-072_3_7,7,502,0.319,0.69,346.38,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_3,3,75-072_3_8,8,495,0.347,0.74,366.3,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_3,3,75-072_3_9,9,495,0.374,0.83,410.85,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_3,3,75-072_3_10,10,495,0.402,0.91,450.45,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_3,3,75-072_3_11,11,470,0.423,1,470,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_3,3,75-072_3_12,12,467,0.444,1.14,532.38,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_3,3,75-072_3_13,13,464,0.464,1.32,612.48,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_3,3,75-072_3_14,14,463,0.485,1.4,648.2,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_3,3,75-072_3_15,15,461,0.513,1.42,654.62,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_3,3,75-072_3_16,16,459,0.534,1.51,693.09,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_1,1,252,0.077,0.05,12.6,1,FE096,CATFISH-2 T502,UNI-PERSIDENT,P,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_2,2,250,0.139,0.09,22.5,1,FE075,HOPE FULL 710,NEW HOPE,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_3,3,240,0.193,0.25,60,1,FE075,HOPE FULL 710,NEW HOPE,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_4,4,239,0.246,0.43,102.77,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_5,5,237,0.293,0.53,125.61,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_6,6,235,0.309,0.63,148.05,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_7,7,234,0.319,0.69,161.46,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_8,8,234,0.347,0.74,173.16,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_9,9,234,0.374,0.83,194.22,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_10,10,231,0.402,0.91,210.21,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_11,11,230,0.423,1,230,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_12,12,230,0.444,1.14,262.2,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_13,13,230,0.464,1.32,303.6,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_14,14,230,0.485,1.4,322,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_15,15,230,0.513,1.42,326.6,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_16,16,230,0.534,1.51,347.3,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_17,17,230,0.547,1.56,358.8,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_18,18,230,0.561,1.6,368,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-072,75-072_4,4,75-072_4_19,19,30,0.568,1.69,50.7,1,FE076,HOPE FULL 711,NEW HOPE,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_1,1,75-073_1_1,1,309,0.077,0.05,15.45,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.2
75-073,75-073_1,1,75-073_1_2,2,304,0.139,0.09,27.36,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.33333333
75-073,75-073_1,1,75-073_1_3,3,303,0.193,0.25,75.75,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,23.16
75-073,75-073_1,1,75-073_1_4,4,303,0.246,0.43,130.29,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,17.1627907
75-073,75-073_1,1,75-073_1_5,5,303,0.293,0.53,160.59,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,16.58490566
75-073,75-073_1,1,75-073_1_6,6,289,0.309,0.63,182.07,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,14.71428571
75-073,75-073_1,1,75-073_1_7,7,289,0.319,0.69,199.41,2,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,6.934782609
75-073,75-073_1,1,75-073_1_7,7,289,0.319,0.69,199.41,2,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_1,1,75-073_1_8,8,288,0.347,0.74,213.12,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_1,1,75-073_1_9,9,288,0.374,0.83,239.04,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_1,1,75-073_1_10,10,286,0.402,0.91,260.26,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_1,1,75-073_1_11,11,286,0.423,1,286,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_1,1,75-073_1_12,12,280,0.444,1.14,319.2,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_1,1,75-073_1_13,13,280,0.464,1.32,369.6,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_1,1,75-073_1_14,14,254,0.485,1.4,355.6,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_1,1,75-073_1_15,15,235,0.513,1.42,333.7,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_1,1,75-073_1_16,16,208,0.534,1.51,314.08,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_1,1,75-073_1_17,17,140,0.547,1.56,218.4,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_1,1,75-073_1_18,18,110,0.561,1.6,176,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_2,2,75-073_2_1,1,313,0.077,0.05,15.65,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.2
75-073,75-073_2,2,75-073_2_2,2,312,0.139,0.09,28.08,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.33333333
75-073,75-073_2,2,75-073_2_3,3,312,0.193,0.25,78,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,23.16
75-073,75-073_2,2,75-073_2_4,4,310,0.246,0.43,133.3,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,17.1627907
75-073,75-073_2,2,75-073_2_5,5,305,0.293,0.53,161.65,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,16.58490566
75-073,75-073_2,2,75-073_2_6,6,297,0.309,0.63,187.11,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,14.71428571
75-073,75-073_2,2,75-073_2_7,7,289,0.319,0.69,199.41,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,13.86956522
75-073,75-073_2,2,75-073_2_8,8,282,0.347,0.74,208.68,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_2,2,75-073_2_9,9,270,0.374,0.83,224.1,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_2,2,75-073_2_10,10,270,0.402,0.91,245.7,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_2,2,75-073_2_11,11,267,0.423,1,267,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_2,2,75-073_2_12,12,267,0.444,1.14,304.38,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_2,2,75-073_2_13,13,267,0.464,1.32,352.44,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_2,2,75-073_2_14,14,267,0.485,1.4,373.8,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_2,2,75-073_2_15,15,267,0.513,1.42,379.14,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_2,2,75-073_2_16,16,267,0.534,1.51,403.17,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_2,2,75-073_2_17,17,170,0.547,1.56,265.2,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_2,2,75-073_2_18,18,100,0.561,1.6,160,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-073,75-073_2,2,75-073_2_19,19,50,0.568,1.69,84.5,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_1,1,75-074_1_1,1,408,0.077,0.05,20.4,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.2
75-074,75-074_1,1,75-074_1_2,2,406,0.139,0.09,36.54,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.33333333
75-074,75-074_1,1,75-074_1_3,3,404,0.193,0.25,101,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,23.16
75-074,75-074_1,1,75-074_1_4,4,404,0.246,0.43,173.72,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_1,1,75-074_1_5,5,404,0.293,0.53,214.12,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_1,1,75-074_1_6,6,371,0.309,0.63,233.73,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_1,1,75-074_1_7,7,367,0.319,0.69,253.23,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_1,1,75-074_1_8,8,367,0.347,0.74,271.58,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_1,1,75-074_1_9,9,367,0.374,0.83,304.61,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_1,1,75-074_1_10,10,367,0.402,0.91,333.97,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_1,1,75-074_1_11,11,367,0.423,1,367,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_1,1,75-074_1_12,12,360,0.444,1.14,410.4,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_1,1,75-074_1_13,13,320,0.464,1.32,422.4,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_1,1,75-074_1_14,14,150,0.485,1.4,210,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-074,75-074_2,2,75-074_2_1,1,204,0.077,0.05,10.2,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.2
75-074,75-074_2,2,75-074_2_2,2,200,0.139,0.09,18,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.33333333
75-074,75-074_2,2,75-074_2_3,3,200,0.193,0.25,50,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,23.16
75-074,75-074_2,2,75-074_2_4,4,198,0.246,0.43,85.14,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_2,2,75-074_2_5,5,198,0.293,0.53,104.94,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_2,2,75-074_2_6,6,190,0.309,0.63,119.7,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_2,2,75-074_2_7,7,186,0.319,0.69,128.34,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
